"Age","Freq_100000w","Freq","No_of_transcripts","TotalFreq","Word","LogFreq"
"69.0","0","0","117","40283","towel",0
"12","128","2","180","15597","toy",0.477121254719662
"15.0","388","13","87","33500","toy",1.14612803567824
"18.0","590","50","243","84684","toy",1.70757017609794
"21.0","626","103","297","164518","toy",2.01703333929878
"24.0","348","99","456","284427","toy",2
"27.0","543","219","616","402831","toy",2.34242268082221
"30.0","216","88","486","406497","toy",1.94939000664491
"33.0","246","82","361","332325","toy",1.91907809237607
"36.0","218","53","250","242145","toy",1.73239375982297
"39.0","275","52","236","189088","toy",1.72427586960079
"42.0","235","37","215","156791","toy",1.57978359661681
"45.0","261","41","249","156558","toy",1.6232492903979
"48.0","263","37","221","140589","toy",1.57978359661681
"51.0","301","34","154","112895","toy",1.54406804435028
"54.0","137","53","173","385725","toy",1.73239375982297
"57.0","264","30","182","113300","toy",1.49136169383427
"60.0","211","17","120","80352","toy",1.25527250510331
"63.0","122","6","108","48940","toy",0.845098040014257
"66.0","153","8","157","52266","toy",0.954242509439325
"69.0","74","3","117","40283","toy",0.602059991327962
"12","256","4","180","15597","tractor",0.698970004336019
"15.0","59","2","87","33500","tractor",0.477121254719662
"18.0","460","39","243","84684","tractor",1.60205999132796
"21.0","528","87","297","164518","tractor",1.94448267215017
"24.0","467","133","456","284427","tractor",2.12710479836481
"27.0","414","167","616","402831","tractor",2.22530928172586
"30.0","228","93","486","406497","tractor",1.9731278535997
"33.0","252","84","361","332325","tractor",1.92941892571429
"36.0","309","75","250","242145","tractor",1.88081359228079
"39.0","126","24","236","189088","tractor",1.39794000867204
"42.0","89","14","215","156791","tractor",1.17609125905568
"45.0","83","13","249","156558","tractor",1.14612803567824
"48.0","56","8","221","140589","tractor",0.954242509439325
"51.0","88","10","154","112895","tractor",1.04139268515823
"54.0","0","0","173","385725","tractor",0
"57.0","35","4","182","113300","tractor",0.698970004336019
"60.0","186","15","120","80352","tractor",1.20411998265592
"63.0","102","5","108","48940","tractor",0.778151250383644
"66.0","19","1","157","52266","tractor",0.301029995663981
"69.0","0","0","117","40283","tractor",0
"12","577","9","180","15597","train",1
"15.0","1253","42","87","33500","train",1.63346845557959
"18.0","1003","85","243","84684","train",1.93449845124357
"21.0","2090","344","297","164518","train",2.53781909507327
"24.0","2162","615","456","284427","train",2.78958071216443
"27.0","2090","842","616","402831","train",2.92582757462474
"30.0","1655","673","486","406497","train",2.82865989653532
"33.0","1008","335","361","332325","train",2.52633927738984
"36.0","371","90","250","242145","train",1.95904139232109
"39.0","269","51","236","189088","train",1.7160033436348
"42.0","280","44","215","156791","train",1.65321251377534
"45.0","351","55","249","156558","train",1.7481880270062
"48.0","241","34","221","140589","train",1.54406804435028
"51.0","53","6","154","112895","train",0.845098040014257
"54.0","285","110","173","385725","train",2.04532297878666
"57.0","123","14","182","113300","train",1.17609125905568
"60.0","87","7","120","80352","train",0.903089986991944
"63.0","245","12","108","48940","train",1.11394335230684
"66.0","57","3","157","52266","train",0.602059991327962
"69.0","99","4","117","40283","train",0.698970004336019
"12","0","0","180","15597","trash",0
"15.0","0","0","87","33500","trash",0
"18.0","70","6","243","84684","trash",0.845098040014257
"21.0","48","8","297","164518","trash",0.954242509439325
"24.0","28","8","456","284427","trash",0.954242509439325
"27.0","32","13","616","402831","trash",1.14612803567824
"30.0","24","10","486","406497","trash",1.04139268515823
"33.0","15","5","361","332325","trash",0.778151250383644
"36.0","57","14","250","242145","trash",1.17609125905568
"39.0","21","4","236","189088","trash",0.698970004336019
"42.0","38","6","215","156791","trash",0.845098040014257
"45.0","12","2","249","156558","trash",0.477121254719662
"48.0","56","8","221","140589","trash",0.954242509439325
"51.0","8","1","154","112895","trash",0.301029995663981
"54.0","15","6","173","385725","trash",0.845098040014257
"57.0","8","1","182","113300","trash",0.301029995663981
"60.0","0","0","120","80352","trash",0
"63.0","0","0","108","48940","trash",0
"66.0","19","1","157","52266","trash",0.301029995663981
"69.0","99","4","117","40283","trash",0.698970004336019
"12","0","0","180","15597","tray",0
"15.0","0","0","87","33500","tray",0
"18.0","129","11","243","84684","tray",1.07918124604762
"21.0","309","51","297","164518","tray",1.7160033436348
"24.0","98","28","456","284427","tray",1.46239799789896
"27.0","7","3","616","402831","tray",0.602059991327962
"30.0","12","5","486","406497","tray",0.778151250383644
"33.0","9","3","361","332325","tray",0.602059991327962
"36.0","8","2","250","242145","tray",0.477121254719662
"39.0","42","8","236","189088","tray",0.954242509439325
"42.0","31","5","215","156791","tray",0.778151250383644
"45.0","0","0","249","156558","tray",0
"48.0","28","4","221","140589","tray",0.698970004336019
"51.0","8","1","154","112895","tray",0.301029995663981
"54.0","5","2","173","385725","tray",0.477121254719662
"57.0","17","2","182","113300","tray",0.477121254719662
"60.0","0","0","120","80352","tray",0
"63.0","40","2","108","48940","tray",0.477121254719662
"66.0","19","1","157","52266","tray",0.301029995663981
"69.0","0","0","117","40283","tray",0
"12","128","2","180","15597","tree",0.477121254719662
"15.0","298","10","87","33500","tree",1.04139268515823
"18.0","909","77","243","84684","tree",1.89209460269048
"21.0","699","115","297","164518","tree",2.06445798922692
"24.0","397","113","456","284427","tree",2.05690485133647
"27.0","553","223","616","402831","tree",2.35024801833416
"30.0","359","146","486","406497","tree",2.16731733474818
"33.0","258","86","361","332325","tree",1.93951925261862
"36.0","532","129","250","242145","tree",2.11394335230684
"39.0","349","66","236","189088","tree",1.82607480270083
"42.0","293","46","215","156791","tree",1.67209785793572
"45.0","281","44","249","156558","tree",1.65321251377534
"48.0","298","42","221","140589","tree",1.63346845557959
"51.0","327","37","154","112895","tree",1.57978359661681
"54.0","191","74","173","385725","tree",1.8750612633917
"57.0","229","26","182","113300","tree",1.43136376415899
"60.0","472","38","120","80352","tree",1.5910646070265
"63.0","306","15","108","48940","tree",1.20411998265592
"66.0","153","8","157","52266","tree",0.954242509439325
"69.0","124","5","117","40283","tree",0.778151250383644
"12","320","5","180","15597","truck",0.778151250383644
"15.0","208","7","87","33500","truck",0.903089986991944
"18.0","2113","179","243","84684","truck",2.25527250510331
"21.0","1701","280","297","164518","truck",2.44870631990508
"24.0","1227","349","456","284427","truck",2.54406804435028
"27.0","1102","444","616","402831","truck",2.64836001098093
"30.0","974","396","486","406497","truck",2.59879050676312
"33.0","592","197","361","332325","truck",2.29666519026153
"36.0","962","233","250","242145","truck",2.36921585741014
"39.0","523","99","236","189088","truck",2
"42.0","210","33","215","156791","truck",1.53147891704226
"45.0","408","64","249","156558","truck",1.81291335664286
"48.0","277","39","221","140589","truck",1.60205999132796
"51.0","221","25","154","112895","truck",1.41497334797082
"54.0","342","132","173","385725","truck",2.12385164096709
"57.0","176","20","182","113300","truck",1.32221929473392
"60.0","273","22","120","80352","truck",1.36172783601759
"63.0","122","6","108","48940","truck",0.845098040014257
"66.0","95","5","157","52266","truck",0.778151250383644
"69.0","74","3","117","40283","truck",0.602059991327962
"12","0","0","180","15597","tummy",0
"15.0","149","5","87","33500","tummy",0.778151250383644
"18.0","94","8","243","84684","tummy",0.954242509439325
"21.0","115","19","297","164518","tummy",1.30102999566398
"24.0","175","50","456","284427","tummy",1.70757017609794
"27.0","178","72","616","402831","tummy",1.86332286012046
"30.0","174","71","486","406497","tummy",1.85733249643127
"33.0","225","75","361","332325","tummy",1.88081359228079
"36.0","115","28","250","242145","tummy",1.46239799789896
"39.0","142","27","236","189088","tummy",1.44715803134222
"42.0","102","16","215","156791","tummy",1.23044892137827
"45.0","95","15","249","156558","tummy",1.20411998265592
"48.0","49","7","221","140589","tummy",0.903089986991944
"51.0","141","16","154","112895","tummy",1.23044892137827
"54.0","57","22","173","385725","tummy",1.36172783601759
"57.0","105","12","182","113300","tummy",1.11394335230684
"60.0","62","5","120","80352","tummy",0.778151250383644
"63.0","20","1","108","48940","tummy",0.301029995663981
"66.0","57","3","157","52266","tummy",0.602059991327962
"69.0","124","5","117","40283","tummy",0.778151250383644
"12","0","0","180","15597","tuna",0
"15.0","0","0","87","33500","tuna",0
"18.0","0","0","243","84684","tuna",0
"21.0","6","1","297","164518","tuna",0.301029995663981
"24.0","0","0","456","284427","tuna",0
"27.0","7","3","616","402831","tuna",0.602059991327962
"30.0","2","1","486","406497","tuna",0.301029995663981
"33.0","12","4","361","332325","tuna",0.698970004336019
"36.0","0","0","250","242145","tuna",0
"39.0","5","1","236","189088","tuna",0.301029995663981
"42.0","12","2","215","156791","tuna",0.477121254719662
"45.0","6","1","249","156558","tuna",0.301029995663981
"48.0","56","8","221","140589","tuna",0.954242509439325
"51.0","62","7","154","112895","tuna",0.903089986991944
"54.0","33","13","173","385725","tuna",1.14612803567824
"57.0","0","0","182","113300","tuna",0
"60.0","24","2","120","80352","tuna",0.477121254719662
"63.0","20","1","108","48940","tuna",0.301029995663981
"66.0","0","0","157","52266","tuna",0
"69.0","0","0","117","40283","tuna",0
"12","512","8","180","15597","turkey",0.954242509439325
"15.0","59","2","87","33500","turkey",0.477121254719662
"18.0","59","5","243","84684","turkey",0.778151250383644
"21.0","145","24","297","164518","turkey",1.39794000867204
"24.0","45","13","456","284427","turkey",1.14612803567824
"27.0","71","29","616","402831","turkey",1.47712125471966
"30.0","24","10","486","406497","turkey",1.04139268515823
"33.0","39","13","361","332325","turkey",1.14612803567824
"36.0","33","8","250","242145","turkey",0.954242509439325
"39.0","15","3","236","189088","turkey",0.602059991327962
"42.0","19","3","215","156791","turkey",0.602059991327962
"45.0","25","4","249","156558","turkey",0.698970004336019
"48.0","42","6","221","140589","turkey",0.845098040014257
"51.0","150","17","154","112895","turkey",1.25527250510331
"54.0","38","15","173","385725","turkey",1.20411998265592
"57.0","52","6","182","113300","turkey",0.845098040014257
"60.0","87","7","120","80352","turkey",0.903089986991944
"63.0","0","0","108","48940","turkey",0
"66.0","76","4","157","52266","turkey",0.698970004336019
"69.0","0","0","117","40283","turkey",0
"12","0","0","180","15597","turtle",0
"15.0","0","0","87","33500","turtle",0
"18.0","165","14","243","84684","turtle",1.17609125905568
"21.0","273","45","297","164518","turtle",1.66275783168157
"24.0","98","28","456","284427","turtle",1.46239799789896
"27.0","89","36","616","402831","turtle",1.56820172406699
"30.0","93","38","486","406497","turtle",1.5910646070265
"33.0","147","49","361","332325","turtle",1.69897000433602
"36.0","272","66","250","242145","turtle",1.82607480270083
"39.0","126","24","236","189088","turtle",1.39794000867204
"42.0","140","22","215","156791","turtle",1.36172783601759
"45.0","102","16","249","156558","turtle",1.23044892137827
"48.0","92","13","221","140589","turtle",1.14612803567824
"51.0","212","24","154","112895","turtle",1.39794000867204
"54.0","64","25","173","385725","turtle",1.41497334797082
"57.0","114","13","182","113300","turtle",1.14612803567824
"60.0","87","7","120","80352","turtle",0.903089986991944
"63.0","61","3","108","48940","turtle",0.602059991327962
"66.0","57","3","157","52266","turtle",0.602059991327962
"69.0","24","1","117","40283","turtle",0.301029995663981
"12","64","1","180","15597","tv",0.301029995663981
"15.0","29","1","87","33500","tv",0.301029995663981
"18.0","307","26","243","84684","tv",1.43136376415899
"21.0","139","23","297","164518","tv",1.38021124171161
"24.0","133","38","456","284427","tv",1.5910646070265
"27.0","109","44","616","402831","tv",1.65321251377534
"30.0","103","42","486","406497","tv",1.63346845557959
"33.0","171","57","361","332325","tv",1.76342799356294
"36.0","169","41","250","242145","tv",1.6232492903979
"39.0","169","32","236","189088","tv",1.51851393987789
"42.0","261","41","215","156791","tv",1.6232492903979
"45.0","210","33","249","156558","tv",1.53147891704226
"48.0","170","24","221","140589","tv",1.39794000867204
"51.0","132","15","154","112895","tv",1.20411998265592
"54.0","337","130","173","385725","tv",2.11727129565576
"57.0","220","25","182","113300","tv",1.41497334797082
"60.0","74","6","120","80352","tv",0.845098040014257
"63.0","81","4","108","48940","tv",0.698970004336019
"66.0","191","10","157","52266","tv",1.04139268515823
"69.0","0","0","117","40283","tv",0
"12","0","0","180","15597","uncle",0
"15.0","0","0","87","33500","uncle",0
"18.0","495","42","243","84684","uncle",1.63346845557959
"21.0","91","15","297","164518","uncle",1.20411998265592
"24.0","35","10","456","284427","uncle",1.04139268515823
