"Age","Freq_100000w","Freq","No_of_transcripts","TotalFreq","Word","LogFreq"
"54.0","184","71","173","385725","round",1.85733249643127
"57.0","211","24","182","113300","round",1.39794000867204
"60.0","186","15","120","80352","round",1.20411998265592
"63.0","592","29","108","48940","round",1.47712125471966
"66.0","76","4","157","52266","round",0.698970004336019
"69.0","173","7","117","40283","round",0.903089986991944
"12","0","0","180","15597","route",0
"15.0","0","0","87","33500","route",0
"18.0","0","0","243","84684","route",0
"21.0","6","1","297","164518","route",0.301029995663981
"24.0","0","0","456","284427","route",0
"27.0","0","0","616","402831","route",0
"30.0","0","0","486","406497","route",0
"33.0","0","0","361","332325","route",0
"36.0","0","0","250","242145","route",0
"39.0","0","0","236","189088","route",0
"42.0","0","0","215","156791","route",0
"45.0","0","0","249","156558","route",0
"48.0","0","0","221","140589","route",0
"51.0","0","0","154","112895","route",0
"54.0","2","1","173","385725","route",0.301029995663981
"57.0","0","0","182","113300","route",0
"60.0","0","0","120","80352","route",0
"63.0","0","0","108","48940","route",0
"66.0","0","0","157","52266","route",0
"69.0","0","0","117","40283","route",0
"12","0","0","180","15597","rub",0
"15.0","29","1","87","33500","rub",0.301029995663981
"18.0","0","0","243","84684","rub",0
"21.0","0","0","297","164518","rub",0
"24.0","38","11","456","284427","rub",1.07918124604762
"27.0","29","12","616","402831","rub",1.11394335230684
"30.0","19","8","486","406497","rub",0.954242509439325
"33.0","30","10","361","332325","rub",1.04139268515823
"36.0","4","1","250","242145","rub",0.301029995663981
"39.0","42","8","236","189088","rub",0.954242509439325
"42.0","31","5","215","156791","rub",0.778151250383644
"45.0","6","1","249","156558","rub",0.301029995663981
"48.0","0","0","221","140589","rub",0
"51.0","0","0","154","112895","rub",0
"54.0","15","6","173","385725","rub",0.845098040014257
"57.0","44","5","182","113300","rub",0.778151250383644
"60.0","0","0","120","80352","rub",0
"63.0","40","2","108","48940","rub",0.477121254719662
"66.0","0","0","157","52266","rub",0
"69.0","0","0","117","40283","rub",0
"12","0","0","180","15597","rubber",0
"15.0","0","0","87","33500","rubber",0
"18.0","35","3","243","84684","rubber",0.602059991327962
"21.0","42","7","297","164518","rubber",0.903089986991944
"24.0","28","8","456","284427","rubber",0.954242509439325
"27.0","59","24","616","402831","rubber",1.39794000867204
"30.0","61","25","486","406497","rubber",1.41497334797082
"33.0","24","8","361","332325","rubber",0.954242509439325
"36.0","28","7","250","242145","rubber",0.903089986991944
"39.0","68","13","236","189088","rubber",1.14612803567824
"42.0","63","10","215","156791","rubber",1.04139268515823
"45.0","12","2","249","156558","rubber",0.477121254719662
"48.0","99","14","221","140589","rubber",1.17609125905568
"51.0","44","5","154","112895","rubber",0.778151250383644
"54.0","46","18","173","385725","rubber",1.27875360095283
"57.0","79","9","182","113300","rubber",1
"60.0","49","4","120","80352","rubber",0.698970004336019
"63.0","40","2","108","48940","rubber",0.477121254719662
"66.0","95","5","157","52266","rubber",0.778151250383644
"69.0","24","1","117","40283","rubber",0.301029995663981
"12","0","0","180","15597","rubbery",0
"15.0","0","0","87","33500","rubbery",0
"18.0","0","0","243","84684","rubbery",0
"21.0","0","0","297","164518","rubbery",0
"24.0","0","0","456","284427","rubbery",0
"27.0","0","0","616","402831","rubbery",0
"30.0","0","0","486","406497","rubbery",0
"33.0","6","2","361","332325","rubbery",0.477121254719662
"36.0","0","0","250","242145","rubbery",0
"39.0","0","0","236","189088","rubbery",0
"42.0","0","0","215","156791","rubbery",0
"45.0","0","0","249","156558","rubbery",0
"48.0","0","0","221","140589","rubbery",0
"51.0","0","0","154","112895","rubbery",0
"54.0","0","0","173","385725","rubbery",0
"57.0","0","0","182","113300","rubbery",0
"60.0","0","0","120","80352","rubbery",0
"63.0","0","0","108","48940","rubbery",0
"66.0","0","0","157","52266","rubbery",0
"69.0","0","0","117","40283","rubbery",0
"12","0","0","180","15597","ruin",0
"15.0","0","0","87","33500","ruin",0
"18.0","0","0","243","84684","ruin",0
"21.0","0","0","297","164518","ruin",0
"24.0","0","0","456","284427","ruin",0
"27.0","4","2","616","402831","ruin",0.477121254719662
"30.0","0","0","486","406497","ruin",0
"33.0","6","2","361","332325","ruin",0.477121254719662
"36.0","4","1","250","242145","ruin",0.301029995663981
"39.0","5","1","236","189088","ruin",0.301029995663981
"42.0","12","2","215","156791","ruin",0.477121254719662
"45.0","0","0","249","156558","ruin",0
"48.0","0","0","221","140589","ruin",0
"51.0","44","5","154","112895","ruin",0.778151250383644
"54.0","7","3","173","385725","ruin",0.602059991327962
"57.0","17","2","182","113300","ruin",0.477121254719662
"60.0","0","0","120","80352","ruin",0
"63.0","0","0","108","48940","ruin",0
"66.0","38","2","157","52266","ruin",0.477121254719662
"69.0","0","0","117","40283","ruin",0
"12","0","0","180","15597","rumble",0
"15.0","0","0","87","33500","rumble",0
"18.0","0","0","243","84684","rumble",0
"21.0","12","2","297","164518","rumble",0.477121254719662
"24.0","0","0","456","284427","rumble",0
"27.0","7","3","616","402831","rumble",0.602059991327962
"30.0","2","1","486","406497","rumble",0.301029995663981
"33.0","3","1","361","332325","rumble",0.301029995663981
"36.0","0","0","250","242145","rumble",0
"39.0","0","0","236","189088","rumble",0
"42.0","0","0","215","156791","rumble",0
"45.0","0","0","249","156558","rumble",0
"48.0","0","0","221","140589","rumble",0
"51.0","0","0","154","112895","rumble",0
"54.0","0","0","173","385725","rumble",0
"57.0","0","0","182","113300","rumble",0
"60.0","0","0","120","80352","rumble",0
"63.0","0","0","108","48940","rumble",0
"66.0","0","0","157","52266","rumble",0
"69.0","0","0","117","40283","rumble",0
"12","0","0","180","15597","rumbling",0
"15.0","0","0","87","33500","rumbling",0
"18.0","0","0","243","84684","rumbling",0
"21.0","0","0","297","164518","rumbling",0
"24.0","0","0","456","284427","rumbling",0
"27.0","0","0","616","402831","rumbling",0
"30.0","0","0","486","406497","rumbling",0
"33.0","0","0","361","332325","rumbling",0
"36.0","0","0","250","242145","rumbling",0
"39.0","0","0","236","189088","rumbling",0
"42.0","0","0","215","156791","rumbling",0
"45.0","0","0","249","156558","rumbling",0
"48.0","0","0","221","140589","rumbling",0
"51.0","0","0","154","112895","rumbling",0
"54.0","0","0","173","385725","rumbling",0
"57.0","0","0","182","113300","rumbling",0
"60.0","0","0","120","80352","rumbling",0
"63.0","0","0","108","48940","rumbling",0
"66.0","0","0","157","52266","rumbling",0
"69.0","0","0","117","40283","rumbling",0
"12","0","0","180","15597","rush",0
"15.0","0","0","87","33500","rush",0
"18.0","0","0","243","84684","rush",0
"21.0","0","0","297","164518","rush",0
"24.0","0","0","456","284427","rush",0
"27.0","7","3","616","402831","rush",0.602059991327962
"30.0","17","7","486","406497","rush",0.903089986991944
"33.0","3","1","361","332325","rush",0.301029995663981
"36.0","4","1","250","242145","rush",0.301029995663981
"39.0","0","0","236","189088","rush",0
"42.0","0","0","215","156791","rush",0
"45.0","31","5","249","156558","rush",0.778151250383644
"48.0","0","0","221","140589","rush",0
"51.0","8","1","154","112895","rush",0.301029995663981
"54.0","10","4","173","385725","rush",0.698970004336019
"57.0","8","1","182","113300","rush",0.301029995663981
"60.0","0","0","120","80352","rush",0
"63.0","20","1","108","48940","rush",0.301029995663981
"66.0","0","0","157","52266","rush",0
"69.0","0","0","117","40283","rush",0
"12","0","0","180","15597","rust",0
"15.0","0","0","87","33500","rust",0
"18.0","0","0","243","84684","rust",0
"21.0","0","0","297","164518","rust",0
"24.0","0","0","456","284427","rust",0
"27.0","0","0","616","402831","rust",0
"30.0","0","0","486","406497","rust",0
"33.0","3","1","361","332325","rust",0.301029995663981
"36.0","0","0","250","242145","rust",0
"39.0","5","1","236","189088","rust",0.301029995663981
"42.0","0","0","215","156791","rust",0
"45.0","0","0","249","156558","rust",0
"48.0","0","0","221","140589","rust",0
"51.0","0","0","154","112895","rust",0
"54.0","2","1","173","385725","rust",0.301029995663981
"57.0","0","0","182","113300","rust",0
"60.0","0","0","120","80352","rust",0
"63.0","0","0","108","48940","rust",0
"66.0","0","0","157","52266","rust",0
"69.0","0","0","117","40283","rust",0
"12","0","0","180","15597","rustle",0
"15.0","0","0","87","33500","rustle",0
"18.0","0","0","243","84684","rustle",0
"21.0","0","0","297","164518","rustle",0
"24.0","0","0","456","284427","rustle",0
"27.0","0","0","616","402831","rustle",0
"30.0","0","0","486","406497","rustle",0
"33.0","0","0","361","332325","rustle",0
"36.0","4","1","250","242145","rustle",0.301029995663981
"39.0","0","0","236","189088","rustle",0
"42.0","0","0","215","156791","rustle",0
"45.0","0","0","249","156558","rustle",0
"48.0","0","0","221","140589","rustle",0
"51.0","0","0","154","112895","rustle",0
"54.0","0","0","173","385725","rustle",0
"57.0","0","0","182","113300","rustle",0
"60.0","0","0","120","80352","rustle",0
"63.0","0","0","108","48940","rustle",0
"66.0","0","0","157","52266","rustle",0
"69.0","0","0","117","40283","rustle",0
"12","0","0","180","15597","rustling",0
"15.0","0","0","87","33500","rustling",0
"18.0","0","0","243","84684","rustling",0
"21.0","0","0","297","164518","rustling",0
"24.0","0","0","456","284427","rustling",0
"27.0","0","0","616","402831","rustling",0
"30.0","0","0","486","406497","rustling",0
"33.0","0","0","361","332325","rustling",0
"36.0","0","0","250","242145","rustling",0
"39.0","0","0","236","189088","rustling",0
"42.0","0","0","215","156791","rustling",0
"45.0","0","0","249","156558","rustling",0
"48.0","0","0","221","140589","rustling",0
"51.0","0","0","154","112895","rustling",0
"54.0","0","0","173","385725","rustling",0
"57.0","0","0","182","113300","rustling",0
"60.0","0","0","120","80352","rustling",0
"63.0","0","0","108","48940","rustling",0
"66.0","0","0","157","52266","rustling",0
"69.0","0","0","117","40283","rustling",0
"12","0","0","180","15597","rusty",0
"15.0","0","0","87","33500","rusty",0
"18.0","0","0","243","84684","rusty",0
"21.0","6","1","297","164518","rusty",0.301029995663981
"24.0","7","2","456","284427","rusty",0.477121254719662
"27.0","7","3","616","402831","rusty",0.602059991327962
"30.0","39","16","486","406497","rusty",1.23044892137827
"33.0","9","3","361","332325","rusty",0.602059991327962
"36.0","4","1","250","242145","rusty",0.301029995663981
"39.0","5","1","236","189088","rusty",0.301029995663981
"42.0","0","0","215","156791","rusty",0
"45.0","0","0","249","156558","rusty",0
"48.0","0","0","221","140589","rusty",0
"51.0","0","0","154","112895","rusty",0
"54.0","2","1","173","385725","rusty",0.301029995663981
"57.0","17","2","182","113300","rusty",0.477121254719662
"60.0","24","2","120","80352","rusty",0.477121254719662
"63.0","0","0","108","48940","rusty",0
"66.0","19","1","157","52266","rusty",0.301029995663981
"69.0","0","0","117","40283","rusty",0
"12","0","0","180","15597","safe",0
"15.0","0","0","87","33500","safe",0
"18.0","47","4","243","84684","safe",0.698970004336019
"21.0","42","7","297","164518","safe",0.903089986991944
"24.0","14","4","456","284427","safe",0.698970004336019
"27.0","4","2","616","402831","safe",0.477121254719662
"30.0","27","11","486","406497","safe",1.07918124604762
"33.0","24","8","361","332325","safe",0.954242509439325
"36.0","20","5","250","242145","safe",0.778151250383644
"39.0","15","3","236","189088","safe",0.602059991327962
"42.0","25","4","215","156791","safe",0.698970004336019
"45.0","38","6","249","156558","safe",0.845098040014257
"48.0","49","7","221","140589","safe",0.903089986991944
"51.0","44","5","154","112895","safe",0.778151250383644
"54.0","12","5","173","385725","safe",0.778151250383644
"57.0","26","3","182","113300","safe",0.602059991327962
"60.0","12","1","120","80352","safe",0.301029995663981
"63.0","20","1","108","48940","safe",0.301029995663981
"66.0","76","4","157","52266","safe",0.698970004336019
"69.0","0","0","117","40283","safe",0
"12","0","0","180","15597","safety",0
"15.0","0","0","87","33500","safety",0
"18.0","0","0","243","84684","safety",0
"21.0","0","0","297","164518","safety",0
"24.0","0","0","456","284427","safety",0
"27.0","0","0","616","402831","safety",0
"30.0","7","3","486","406497","safety",0.602059991327962
"33.0","9","3","361","332325","safety",0.602059991327962
"36.0","4","1","250","242145","safety",0.301029995663981
"39.0","10","2","236","189088","safety",0.477121254719662
"42.0","0","0","215","156791","safety",0
"45.0","0","0","249","156558","safety",0
"48.0","14","2","221","140589","safety",0.477121254719662
"51.0","0","0","154","112895","safety",0
"54.0","12","5","173","385725","safety",0.778151250383644
"57.0","0","0","182","113300","safety",0
"60.0","37","3","120","80352","safety",0.602059991327962
"63.0","0","0","108","48940","safety",0
"66.0","19","1","157","52266","safety",0.301029995663981
"69.0","24","1","117","40283","safety",0.301029995663981
"12","0","0","180","15597","salty",0
"15.0","0","0","87","33500","salty",0
"18.0","0","0","243","84684","salty",0
"21.0","0","0","297","164518","salty",0
"24.0","91","26","456","284427","salty",1.43136376415899
"27.0","27","11","616","402831","salty",1.07918124604762
"30.0","9","4","486","406497","salty",0.698970004336019
"33.0","0","0","361","332325","salty",0
"36.0","20","5","250","242145","salty",0.778151250383644
"39.0","0","0","236","189088","salty",0
"42.0","0","0","215","156791","salty",0
"45.0","12","2","249","156558","salty",0.477121254719662
"48.0","7","1","221","140589","salty",0.301029995663981
"51.0","0","0","154","112895","salty",0
"54.0","0","0","173","385725","salty",0
"57.0","0","0","182","113300","salty",0
"60.0","12","1","120","80352","salty",0.301029995663981
"63.0","0","0","108","48940","salty",0
"66.0","0","0","157","52266","salty",0
"69.0","0","0","117","40283","salty",0
"12","64","1","180","15597","sand",0.301029995663981
"15.0","537","18","87","33500","sand",1.27875360095283
"18.0","318","27","243","84684","sand",1.44715803134222
"21.0","54","9","297","164518","sand",1
"24.0","133","38","456","284427","sand",1.5910646070265
"27.0","255","103","616","402831","sand",2.01703333929878
"30.0","86","35","486","406497","sand",1.55630250076729
"33.0","117","39","361","332325","sand",1.60205999132796
"36.0","119","29","250","242145","sand",1.47712125471966
"39.0","95","18","236","189088","sand",1.27875360095283
"42.0","114","18","215","156791","sand",1.27875360095283
"45.0","83","13","249","156558","sand",1.14612803567824
"48.0","106","15","221","140589","sand",1.20411998265592
"51.0","62","7","154","112895","sand",0.903089986991944
"54.0","69","27","173","385725","sand",1.44715803134222
"57.0","132","15","182","113300","sand",1.20411998265592
"60.0","24","2","120","80352","sand",0.477121254719662
"63.0","81","4","108","48940","sand",0.698970004336019
"66.0","19","1","157","52266","sand",0.301029995663981
"69.0","24","1","117","40283","sand",0.301029995663981
"12","0","0","180","15597","satisfaction",0
"15.0","0","0","87","33500","satisfaction",0
"18.0","0","0","243","84684","satisfaction",0
"21.0","0","0","297","164518","satisfaction",0
"24.0","0","0","456","284427","satisfaction",0
"27.0","0","0","616","402831","satisfaction",0
"30.0","0","0","486","406497","satisfaction",0
"33.0","0","0","361","332325","satisfaction",0
"36.0","0","0","250","242145","satisfaction",0
"39.0","0","0","236","189088","satisfaction",0
"42.0","0","0","215","156791","satisfaction",0
"45.0","0","0","249","156558","satisfaction",0
"48.0","0","0","221","140589","satisfaction",0
"51.0","0","0","154","112895","satisfaction",0
"54.0","0","0","173","385725","satisfaction",0
"57.0","0","0","182","113300","satisfaction",0
"60.0","0","0","120","80352","satisfaction",0
"63.0","0","0","108","48940","satisfaction",0
"66.0","0","0","157","52266","satisfaction",0
"69.0","0","0","117","40283","satisfaction",0
"12","0","0","180","15597","satisfy",0
"15.0","0","0","87","33500","satisfy",0
"18.0","0","0","243","84684","satisfy",0
"21.0","0","0","297","164518","satisfy",0
"24.0","0","0","456","284427","satisfy",0
"27.0","0","0","616","402831","satisfy",0
"30.0","0","0","486","406497","satisfy",0
"33.0","0","0","361","332325","satisfy",0
"36.0","0","0","250","242145","satisfy",0
"39.0","0","0","236","189088","satisfy",0
"42.0","0","0","215","156791","satisfy",0
"45.0","0","0","249","156558","satisfy",0
"48.0","0","0","221","140589","satisfy",0
"51.0","0","0","154","112895","satisfy",0
"54.0","0","0","173","385725","satisfy",0
"57.0","0","0","182","113300","satisfy",0
"60.0","0","0","120","80352","satisfy",0
"63.0","0","0","108","48940","satisfy",0
"66.0","0","0","157","52266","satisfy",0
"69.0","0","0","117","40283","satisfy",0
"12","0","0","180","15597","savor",0
"15.0","0","0","87","33500","savor",0
"18.0","0","0","243","84684","savor",0
"21.0","0","0","297","164518","savor",0
"24.0","0","0","456","284427","savor",0
"27.0","0","0","616","402831","savor",0
"30.0","0","0","486","406497","savor",0
"33.0","0","0","361","332325","savor",0
"36.0","0","0","250","242145","savor",0
"39.0","0","0","236","189088","savor",0
"42.0","0","0","215","156791","savor",0
"45.0","0","0","249","156558","savor",0
"48.0","0","0","221","140589","savor",0
"51.0","0","0","154","112895","savor",0
"54.0","0","0","173","385725","savor",0
"57.0","0","0","182","113300","savor",0
"60.0","0","0","120","80352","savor",0
"63.0","0","0","108","48940","savor",0
"66.0","0","0","157","52266","savor",0
"69.0","0","0","117","40283","savor",0
"12","0","0","180","15597","savory",0
"15.0","0","0","87","33500","savory",0
"18.0","0","0","243","84684","savory",0
"21.0","0","0","297","164518","savory",0
"24.0","0","0","456","284427","savory",0
"27.0","0","0","616","402831","savory",0
"30.0","0","0","486","406497","savory",0
"33.0","0","0","361","332325","savory",0
"36.0","0","0","250","242145","savory",0
"39.0","0","0","236","189088","savory",0
"42.0","0","0","215","156791","savory",0
"45.0","0","0","249","156558","savory",0
"48.0","0","0","221","140589","savory",0
"51.0","0","0","154","112895","savory",0
"54.0","0","0","173","385725","savory",0
"57.0","0","0","182","113300","savory",0
"60.0","0","0","120","80352","savory",0
"63.0","0","0","108","48940","savory",0
"66.0","0","0","157","52266","savory",0
"69.0","0","0","117","40283","savory",0
"12","0","0","180","15597","saw",0
"15.0","29","1","87","33500","saw",0.301029995663981
"18.0","118","10","243","84684","saw",1.04139268515823
"21.0","279","46","297","164518","saw",1.67209785793572
"24.0","151","43","456","284427","saw",1.64345267648619
"27.0","178","72","616","402831","saw",1.86332286012046
"30.0","233","95","486","406497","saw",1.98227123303957
"33.0","282","94","361","332325","saw",1.97772360528885
"36.0","528","128","250","242145","saw",2.11058971029925
"39.0","581","110","236","189088","saw",2.04532297878666
"42.0","892","140","215","156791","saw",2.14921911265538
"45.0","677","106","249","156558","saw",2.02938377768521
"48.0","746","105","221","140589","saw",2.02530586526477
"51.0","823","93","154","112895","saw",1.9731278535997
"54.0","834","322","173","385725","saw",2.5092025223311
"57.0","741","84","182","113300","saw",1.92941892571429
"60.0","771","62","120","80352","saw",1.79934054945358
"63.0","572","28","108","48940","saw",1.46239799789896
"66.0","554","29","157","52266","saw",1.47712125471966
"69.0","719","29","117","40283","saw",1.47712125471966
"12","0","0","180","15597","scale",0
"15.0","0","0","87","33500","scale",0
"18.0","0","0","243","84684","scale",0
"21.0","0","0","297","164518","scale",0
"24.0","17","5","456","284427","scale",0.778151250383644
"27.0","2","1","616","402831","scale",0.301029995663981
"30.0","4","2","486","406497","scale",0.477121254719662
"33.0","0","0","361","332325","scale",0
"36.0","0","0","250","242145","scale",0
"39.0","5","1","236","189088","scale",0.301029995663981
"42.0","0","0","215","156791","scale",0
"45.0","0","0","249","156558","scale",0
"48.0","0","0","221","140589","scale",0
"51.0","0","0","154","112895","scale",0
"54.0","2","1","173","385725","scale",0.301029995663981
"57.0","0","0","182","113300","scale",0
"60.0","0","0","120","80352","scale",0
"63.0","0","0","108","48940","scale",0
"66.0","0","0","157","52266","scale",0
"69.0","0","0","117","40283","scale",0
"12","0","0","180","15597","scaly",0
"15.0","0","0","87","33500","scaly",0
"18.0","0","0","243","84684","scaly",0
"21.0","0","0","297","164518","scaly",0
"24.0","0","0","456","284427","scaly",0
"27.0","0","0","616","402831","scaly",0
"30.0","0","0","486","406497","scaly",0
"33.0","0","0","361","332325","scaly",0
"36.0","0","0","250","242145","scaly",0
"39.0","0","0","236","189088","scaly",0
"42.0","0","0","215","156791","scaly",0
"45.0","0","0","249","156558","scaly",0
"48.0","0","0","221","140589","scaly",0
"51.0","0","0","154","112895","scaly",0
"54.0","0","0","173","385725","scaly",0
"57.0","0","0","182","113300","scaly",0
"60.0","0","0","120","80352","scaly",0
"63.0","0","0","108","48940","scaly",0
"66.0","0","0","157","52266","scaly",0
"69.0","0","0","117","40283","scaly",0
"12","0","0","180","15597","scamper",0
"15.0","0","0","87","33500","scamper",0
"18.0","0","0","243","84684","scamper",0
"21.0","0","0","297","164518","scamper",0
"24.0","0","0","456","284427","scamper",0
"27.0","0","0","616","402831","scamper",0
"30.0","0","0","486","406497","scamper",0
"33.0","0","0","361","332325","scamper",0
"36.0","0","0","250","242145","scamper",0
"39.0","0","0","236","189088","scamper",0
"42.0","0","0","215","156791","scamper",0
"45.0","0","0","249","156558","scamper",0
"48.0","0","0","221","140589","scamper",0
"51.0","17","2","154","112895","scamper",0.477121254719662
"54.0","0","0","173","385725","scamper",0
"57.0","0","0","182","113300","scamper",0
"60.0","0","0","120","80352","scamper",0
"63.0","0","0","108","48940","scamper",0
"66.0","0","0","157","52266","scamper",0
"69.0","0","0","117","40283","scamper",0
"12","0","0","180","15597","scare",0
"15.0","0","0","87","33500","scare",0
"18.0","0","0","243","84684","scare",0
"21.0","0","0","297","164518","scare",0
"24.0","24","7","456","284427","scare",0.903089986991944
"27.0","39","16","616","402831","scare",1.23044892137827
"30.0","14","6","486","406497","scare",0.845098040014257
"33.0","105","35","361","332325","scare",1.55630250076729
"36.0","49","12","250","242145","scare",1.11394335230684
"39.0","52","10","236","189088","scare",1.04139268515823
"42.0","44","7","215","156791","scare",0.903089986991944
"45.0","31","5","249","156558","scare",0.778151250383644
"48.0","21","3","221","140589","scare",0.602059991327962
"51.0","35","4","154","112895","scare",0.698970004336019
"54.0","36","14","173","385725","scare",1.17609125905568
"57.0","52","6","182","113300","scare",0.845098040014257
"60.0","12","1","120","80352","scare",0.301029995663981
"63.0","61","3","108","48940","scare",0.602059991327962
"66.0","76","4","157","52266","scare",0.698970004336019
"69.0","24","1","117","40283","scare",0.301029995663981
"12","0","0","180","15597","scent",0
"15.0","0","0","87","33500","scent",0
"18.0","0","0","243","84684","scent",0
"21.0","0","0","297","164518","scent",0
"24.0","0","0","456","284427","scent",0
"27.0","0","0","616","402831","scent",0
"30.0","0","0","486","406497","scent",0
"33.0","0","0","361","332325","scent",0
"36.0","0","0","250","242145","scent",0
"39.0","0","0","236","189088","scent",0
"42.0","0","0","215","156791","scent",0
"45.0","0","0","249","156558","scent",0
"48.0","0","0","221","140589","scent",0
"51.0","0","0","154","112895","scent",0
"54.0","0","0","173","385725","scent",0
"57.0","0","0","182","113300","scent",0
"60.0","0","0","120","80352","scent",0
"63.0","0","0","108","48940","scent",0
"66.0","0","0","157","52266","scent",0
"69.0","0","0","117","40283","scent",0
"12","0","0","180","15597","scented",0
"15.0","0","0","87","33500","scented",0
"18.0","0","0","243","84684","scented",0
"21.0","0","0","297","164518","scented",0
"24.0","0","0","456","284427","scented",0
"27.0","0","0","616","402831","scented",0
"30.0","0","0","486","406497","scented",0
"33.0","0","0","361","332325","scented",0
"36.0","0","0","250","242145","scented",0
"39.0","0","0","236","189088","scented",0
"42.0","0","0","215","156791","scented",0
"45.0","0","0","249","156558","scented",0
"48.0","0","0","221","140589","scented",0
"51.0","0","0","154","112895","scented",0
"54.0","0","0","173","385725","scented",0
"57.0","0","0","182","113300","scented",0
"60.0","0","0","120","80352","scented",0
"63.0","0","0","108","48940","scented",0
"66.0","0","0","157","52266","scented",0
"69.0","0","0","117","40283","scented",0
"12","0","0","180","15597","scentless",0
"15.0","0","0","87","33500","scentless",0
"18.0","0","0","243","84684","scentless",0
"21.0","0","0","297","164518","scentless",0
"24.0","0","0","456","284427","scentless",0
"27.0","0","0","616","402831","scentless",0
"30.0","0","0","486","406497","scentless",0
"33.0","0","0","361","332325","scentless",0
"36.0","0","0","250","242145","scentless",0
"39.0","0","0","236","189088","scentless",0
"42.0","0","0","215","156791","scentless",0
"45.0","0","0","249","156558","scentless",0
"48.0","0","0","221","140589","scentless",0
"51.0","0","0","154","112895","scentless",0
"54.0","0","0","173","385725","scentless",0
"57.0","0","0","182","113300","scentless",0
"60.0","0","0","120","80352","scentless",0
"63.0","0","0","108","48940","scentless",0
"66.0","0","0","157","52266","scentless",0
"69.0","0","0","117","40283","scentless",0
"12","0","0","180","15597","schedule",0
"15.0","0","0","87","33500","schedule",0
"18.0","0","0","243","84684","schedule",0
"21.0","0","0","297","164518","schedule",0
"24.0","0","0","456","284427","schedule",0
"27.0","0","0","616","402831","schedule",0
"30.0","0","0","486","406497","schedule",0
"33.0","0","0","361","332325","schedule",0
"36.0","0","0","250","242145","schedule",0
"39.0","0","0","236","189088","schedule",0
"42.0","0","0","215","156791","schedule",0
"45.0","0","0","249","156558","schedule",0
"48.0","0","0","221","140589","schedule",0
"51.0","0","0","154","112895","schedule",0
"54.0","5","2","173","385725","schedule",0.477121254719662
"57.0","0","0","182","113300","schedule",0
"60.0","0","0","120","80352","schedule",0
"63.0","0","0","108","48940","schedule",0
"66.0","0","0","157","52266","schedule",0
"69.0","0","0","117","40283","schedule",0
"12","0","0","180","15597","scrap",0
"15.0","0","0","87","33500","scrap",0
"18.0","0","0","243","84684","scrap",0
"21.0","0","0","297","164518","scrap",0
"24.0","0","0","456","284427","scrap",0
"27.0","0","0","616","402831","scrap",0
"30.0","9","4","486","406497","scrap",0.698970004336019
"33.0","18","6","361","332325","scrap",0.845098040014257
"36.0","0","0","250","242145","scrap",0
"39.0","0","0","236","189088","scrap",0
"42.0","0","0","215","156791","scrap",0
"45.0","6","1","249","156558","scrap",0.301029995663981
"48.0","0","0","221","140589","scrap",0
"51.0","0","0","154","112895","scrap",0
"54.0","10","4","173","385725","scrap",0.698970004336019
"57.0","0","0","182","113300","scrap",0
"60.0","0","0","120","80352","scrap",0
"63.0","0","0","108","48940","scrap",0
"66.0","0","0","157","52266","scrap",0
"69.0","0","0","117","40283","scrap",0
"12","0","0","180","15597","scratch",0
"15.0","0","0","87","33500","scratch",0
"18.0","11","1","243","84684","scratch",0.301029995663981
"21.0","6","1","297","164518","scratch",0.301029995663981
"24.0","31","9","456","284427","scratch",1
"27.0","59","24","616","402831","scratch",1.39794000867204
"30.0","19","8","486","406497","scratch",0.954242509439325
"33.0","24","8","361","332325","scratch",0.954242509439325
"36.0","49","12","250","242145","scratch",1.11394335230684
"39.0","52","10","236","189088","scratch",1.04139268515823
"42.0","31","5","215","156791","scratch",0.778151250383644
"45.0","102","16","249","156558","scratch",1.23044892137827
"48.0","56","8","221","140589","scratch",0.954242509439325
"51.0","17","2","154","112895","scratch",0.477121254719662
"54.0","54","21","173","385725","scratch",1.34242268082221
"57.0","8","1","182","113300","scratch",0.301029995663981
"60.0","49","4","120","80352","scratch",0.698970004336019
"63.0","20","1","108","48940","scratch",0.301029995663981
"66.0","38","2","157","52266","scratch",0.477121254719662
"69.0","24","1","117","40283","scratch",0.301029995663981
"12","0","0","180","15597","scratchy",0
"15.0","0","0","87","33500","scratchy",0
"18.0","0","0","243","84684","scratchy",0
"21.0","18","3","297","164518","scratchy",0.602059991327962
"24.0","21","6","456","284427","scratchy",0.845098040014257
"27.0","2","1","616","402831","scratchy",0.301029995663981
"30.0","9","4","486","406497","scratchy",0.698970004336019
"33.0","3","1","361","332325","scratchy",0.301029995663981
"36.0","4","1","250","242145","scratchy",0.301029995663981
"39.0","5","1","236","189088","scratchy",0.301029995663981
"42.0","0","0","215","156791","scratchy",0
"45.0","0","0","249","156558","scratchy",0
"48.0","0","0","221","140589","scratchy",0
"51.0","0","0","154","112895","scratchy",0
"54.0","0","0","173","385725","scratchy",0
"57.0","0","0","182","113300","scratchy",0
"60.0","0","0","120","80352","scratchy",0
"63.0","0","0","108","48940","scratchy",0
"66.0","0","0","157","52266","scratchy",0
"69.0","24","1","117","40283","scratchy",0.301029995663981
"12","0","0","180","15597","scrawny",0
"15.0","0","0","87","33500","scrawny",0
"18.0","0","0","243","84684","scrawny",0
"21.0","0","0","297","164518","scrawny",0
"24.0","0","0","456","284427","scrawny",0
"27.0","0","0","616","402831","scrawny",0
